45.2102858,-92.70509455
45.2102250333,-92.7051585167
45.2102257333,-92.7051718
45.2102297667,-92.7051793667
45.21023515,-92.7051725
45.2102432833,-92.7051663667
45.2102309833,-92.70517915
45.210217,-92.7051898833
45.2102250167,-92.7051764
45.2102381167,-92.70514875
45.2102416,-92.7051476
45.2102462833,-92.7051617167
45.21024255,-92.705157
45.2102468,-92.7051542333
45.21025025,-92.7051652333
45.21025605,-92.70516925
45.2102506667,-92.7051809833
45.21024095,-92.7051977167
45.2102358667,-92.7052017667
45.2102704,-92.7051661333
45.2102659833,-92.70516435
45.2102761167,-92.7051499167
45.2102831833,-92.7051530167
45.2102715167,-92.7051577833
45.21025605,-92.7051598833
45.21025325,-92.7051735333
45.2102549333,-92.7051867667
45.2102405833,-92.7051896167
45.2102611167,-92.70518505
45.2102807167,-92.7051663833
45.2102666833,-92.7051469667
45.21026495,-92.7051382333
45.21026875,-92.7051395333
45.2102267,-92.7051824167
45.2102435833,-92.70517685
45.2102426833,-92.7051786167
45.2102565833,-92.7052087
45.2102824333,-92.7052227333
45.2103173,-92.7052303
45.2103287,-92.70522345
45.2102943667,-92.7052068333
45.2102660667,-92.7052012667
45.2102484833,-92.70519835
45.2102414667,-92.7051844333
45.2102519333,-92.7051717833
45.2102559,-92.7051606833
45.2102473333,-92.70517055
45.21024135,-92.7051581167
45.21025405,-92.7051638667
45.2102676667,-92.7051811667
45.2102577167,-92.7051787167
45.2102906667,-92.70514025
45.2102899667,-92.705139
45.2102801167,-92.7051454
45.2102862833,-92.7051324
45.2102976667,-92.7051170667
45.2102898667,-92.7051251333
45.2102746333,-92.7051398
45.2102728167,-92.7051451833
45.2102706333,-92.7051528
45.2102511,-92.70517975
45.2102556167,-92.7051735
45.2102222667,-92.70521325
45.2101833833,-92.7052702333
45.2101875667,-92.7052649833
45.2101895833,-92.7052624833
45.2102083333,-92.70524455
45.2102262833,-92.7052313667
45.21025045,-92.7052089333
45.2102578,-92.7051924667
45.2102278833,-92.7052037167
45.2104066667,-92.7050906667
45.2104426667,-92.7050761667
45.2104682778,-92.7050799445
45.2104940833,-92.7050898333
45.2105128,-92.7050958
45.2107361667,-92.7048988333
45.2107203333,-92.7049075
45.2107026667,-92.7049108333
45.2106765,-92.7049185417
45.2106541,-92.7049244667
45.2106345555,-92.704929
45.2106157143,-92.7049335952
45.2106003542,-92.7049369792
45.2105875,-92.7049395
45.2105739167,-92.7049428833
45.210401,-92.7050078333
45.2104175833,-92.7050030833
45.2104067222,-92.7050121112
45.2104046667,-92.7050156667
45.2103986333,-92.7050203333
45.2103933612,-92.7050253888
45.2103877618,-92.7050313095
45.2103809583,-92.705035875
45.2103795,-92.7050395
45.21037605,-92.7050439833
45.2103668333,-92.7051195
45.21036125,-92.7051229167
45.2103541112,-92.7051243888
45.2103438333,-92.7051269583
45.2103551333,-92.705133
45.2103658333,-92.7051484722
45.2103747857,-92.7051674523
45.2103787292,-92.7051850833
45.2103810185,-92.7051997778
45.21038295,-92.7052127667
45.210368,-92.7053621667
45.2103666667,-92.7053613333
45.2103572222,-92.7053690555
45.2103455833,-92.7053780833
45.2103335,-92.7053873333
45.21032125,-92.705396
45.2103106428,-92.7054036905
45.2102995833,-92.7054125
45.210287537,-92.7054215927
45.2102764833,-92.7054307333
45.2101596667,-92.705546
45.21016125,-92.7055560833
45.2101862778,-92.7055731667
45.2101996667,-92.70558625
45.2102054,-92.7055954
45.2102077222,-92.7056022778
45.2102077382,-92.7056079523
45.21020575,-92.7056116875
45.2102025555,-92.7056142037
45.2101990833,-92.7056154
45.2101528333,-92.7056105
45.2101479167,-92.70561225
45.2101440555,-92.7056124445
45.21014025,-92.705615625
45.2101351,-92.7056187
45.2101286388,-92.7056223612
45.2101224285,-92.7056247382
45.2101161458,-92.7056261458
45.210111074,-92.7056264815
45.210106,-92.7056257833
45.210049,-92.7056085
45.210045,-92.7056075
45.2100401112,-92.7056069445
45.210035,-92.7056064583
45.2100298,-92.7056059333
45.2100242778,-92.7056039722
45.2100199285,-92.705600381
45.2100165208,-92.705595625
45.2100137963,-92.705589963
45.2100114667,-92.7055836167
45.2099865,-92.7054876667
45.20998675,-92.7054785
45.2099862778,-92.7054691667
45.2099858333,-92.7054595833
45.2099853,-92.7054497667
45.2099849167,-92.7054401388
45.2099847857,-92.7054306428
45.2099846667,-92.7054211042
45.2099841482,-92.7054119815
45.2099839833,-92.705403
45.2099925,-92.705307
45.20999825,-92.70530575
45.2100045,-92.7053047778
45.2100102917,-92.7053042083
45.2100163,-92.7053037
45.21002225,-92.7053031667
45.2100280952,-92.7053021905
45.2100339583,-92.7053005208
45.2100397778,-92.7052986667
45.2100452833,-92.7052965167
45.2101166667,-92.7052763333
45.2101186667,-92.7052764167
45.2101215555,-92.7052752222
45.2101260417,-92.70527375
45.2101312667,-92.7052730333
45.2101350833,-92.7052738333
45.2101382618,-92.7052742382
45.2101417292,-92.7052756042
45.2101459815,-92.7052777407
45.2101510333,-92.7052796833
45.2102583333,-92.7052978333
45.210261,-92.7053144167
45.2102662778,-92.7053240555
45.210272125,-92.7053302083
45.2102839333,-92.7053310333
